# time-2457000 flux       flux_err  
1492.33312121 1.00221300 0.00096824
1492.33451011 1.00204492 0.00096803
1492.33589902 1.00338411 0.00096853
1492.33728793 1.00144029 0.00096803
1492.33867683 1.00364649 0.00096884
1492.34006574 1.00399494 0.00096884
1492.34145465 1.00206792 0.00096830
1492.34284355 1.00323308 0.00096875
1492.34423246 1.00181401 0.00096853
1492.34562136 1.00338995 0.00096844
1492.34701027 1.00482380 0.00096849
1492.34839918 1.00199032 0.00096782
1492.34978808 1.00306880 0.00096866
1492.35117699 1.00426674 0.00096935
1492.35256589 1.00386107 0.00096895
1492.35395480 1.00436544 0.00096855
1492.35534371 1.00199056 0.00096853
1492.35673261 1.00245166 0.00096806
1492.35812152 1.00388277 0.00096851
1492.35951042 1.00386083 0.00096882
1492.36089933 1.00243008 0.00096821
1492.36228824 1.00328004 0.00096818
1492.36367714 1.00352800 0.00096857
1492.36506605 1.00405049 0.00096903
1492.36645495 1.00312555 0.00096846
1492.36784386 1.00417089 0.00096860
1492.36923277 1.00366926 0.00096869
1492.37062167 1.00256705 0.00096825
1492.37201058 1.00307775 0.00096838
1492.37339948 1.00295854 0.00096869
1492.37478839 1.00410712 0.00096841
1492.37617730 1.00192237 0.00096810
1492.37895511 1.00173438 0.00096809
1492.38034401 1.00285876 0.00096828
1492.38173292 1.00325608 0.00096824
1492.38312183 1.00213790 0.00096830
1492.38728854 1.00335932 0.00096818
1492.38867745 1.00288606 0.00096820
1492.39006636 1.00286472 0.00096806
1492.39145526 1.00344181 0.00096823
1492.39284417 1.00267231 0.00096776
1492.39423307 1.00138092 0.00096780
1492.39562198 1.00432754 0.00096866
1492.39701089 1.00424814 0.00096887
1492.39839979 1.00399435 0.00096855
1492.39978870 1.00443602 0.00096879
1492.40117760 1.00237608 0.00096801
1492.40256651 1.00229454 0.00096846
1492.40395541 1.00199258 0.00096796
1492.40534432 1.00259590 0.00096871
1492.40673323 1.00312018 0.00096843
1492.40812213 1.00253665 0.00096796
1492.40951104 1.00524282 0.00096891
1492.41089994 1.00354505 0.00096827
1492.41228885 1.00296974 0.00096847
1492.41367776 1.00277138 0.00096857
1492.41506666 1.00531137 0.00096893
1492.41645557 1.00424814 0.00096931
1492.41784447 1.00097299 0.00096730
1492.41923338 1.00475979 0.00096892
1492.42062229 1.00238359 0.00096823
1492.42201119 1.00535536 0.00096904
1492.42340010 1.00320435 0.00096824
1492.42478900 1.00345421 0.00096849
1492.42617791 1.00226915 0.00096770
1492.42756682 1.00490391 0.00096922
1492.42895572 1.00461292 0.00096881
1492.43034463 1.00314903 0.00096839
1492.43173353 1.00171220 0.00096782
1492.43312244 1.00343561 0.00096837
1492.43451135 1.00189996 0.00096779
1492.43590025 1.00212276 0.00096780
1492.43728916 1.00349569 0.00096866
1492.43867806 1.00322628 0.00096855
1492.44006697 1.00228858 0.00096877
1492.44145587 1.00490630 0.00096900
1492.44284478 1.00108194 0.00096742
1492.44423369 1.00412965 0.00096842
1492.44562259 1.00365746 0.00096856
1492.44701150 1.00299847 0.00096834
1492.44840040 1.00276971 0.00096813
1492.44978931 1.00370896 0.00096875
1492.45117822 1.00589943 0.00096914
1492.45256712 0.99901253 0.00096693
1492.45395603 1.00327730 0.00096865
1492.45534493 0.99930769 0.00096706
1492.45673384 1.00345910 0.00096877
1492.45812275 1.00405073 0.00096853
1492.45951165 1.00306797 0.00096821
1492.46090056 1.00487947 0.00096922
1492.46228946 1.00015903 0.00096715
1492.46367837 1.00362432 0.00096828
1492.46506727 1.00550723 0.00096908
1492.46645618 1.00148213 0.00096770
1492.46784509 1.00277936 0.00096819
1492.46923399 1.00350344 0.00096891
1492.47062290 1.00296915 0.00096788
1492.47201180 1.00465035 0.00096878
1492.47340071 1.00346839 0.00096855
1492.47478962 1.00212979 0.00096783
1492.47617852 1.00102055 0.00096736
1492.47756743 1.00444579 0.00096897
1492.47895633 1.00297081 0.00096810
1492.48034524 1.00228453 0.00096817
1492.48173414 1.00197423 0.00096783
1492.48312305 1.00310171 0.00096919
1492.48451196 1.00369239 0.00096854
1492.48590086 1.00544119 0.00096858
1492.48728977 1.00213861 0.00096807
1492.48867867 1.00430822 0.00096875
1492.49006758 1.00253093 0.00096799
1492.49145649 1.00212777 0.00096781
1492.49284539 1.00635374 0.00096939
1492.49423430 1.00290024 0.00096807
1492.49562320 1.00283420 0.00096816
1492.49701211 1.00230551 0.00096796
1492.49840101 1.00312245 0.00096828
1492.49978992 1.00432396 0.00096881
1492.50117883 1.00386322 0.00096819
1492.50256773 1.00275135 0.00096852
1492.50395664 1.00311422 0.00096866
1492.50534554 1.00298679 0.00096848
1492.50673445 1.00495040 0.00096872
1492.50812335 1.00397849 0.00096913
1492.50951226 1.00253689 0.00096783
1492.51090117 1.00408196 0.00096943
1492.51229007 1.00323987 0.00096851
1492.51367898 1.00293791 0.00096849
1492.51506788 1.00227082 0.00096829
1492.51645679 1.00462925 0.00096882
1492.51784569 1.00418580 0.00096878
1492.51923460 1.00317156 0.00096834
1492.52062351 1.00281596 0.00096825
1492.52201241 1.00286210 0.00096806
1492.52340132 1.00661349 0.00096953
1492.52479022 1.00058043 0.00096751
1492.52617913 1.00186098 0.00096766
1492.52756804 1.00094974 0.00096759
1492.52895694 1.00333321 0.00096845
1492.53034585 1.00347972 0.00096856
1492.53173475 1.00298607 0.00096808
1492.53312366 1.00363100 0.00096812
1492.53451256 1.00263095 0.00096842
1492.53590147 1.00238812 0.00096854
1492.53729038 1.00133443 0.00096796
1492.53867928 1.00129652 0.00096739
1492.54145709 1.00232160 0.00096817
1492.54284600 1.00375557 0.00096865
1492.54423490 1.00334382 0.00096836
1492.54562381 1.00459957 0.00096881
1492.54701272 1.00264120 0.00096870
1492.54840162 1.00217223 0.00096837
1492.54979053 1.00398409 0.00096872
1492.55117943 0.99793613 0.00096666
1492.55256834 1.00325894 0.00096822
1492.55395724 1.00454402 0.00096881
1492.55534615 1.00273657 0.00096904
1492.55673506 1.00387418 0.00096870
1492.55812396 1.00221217 0.00096799
1492.55951287 1.00308943 0.00096792
1492.56090177 1.00103819 0.00096780
1492.56229068 1.00549114 0.00096910
1492.56367958 1.00135386 0.00096751
1492.56506849 1.00473940 0.00096885
1492.56645739 1.00417399 0.00096845
1492.56784630 1.00524652 0.00096929
1492.56923521 1.00413084 0.00096883
1492.57062411 1.00166929 0.00096714
1492.57201302 1.00282931 0.00096827
1492.57340192 1.00301707 0.00096859
1492.57479083 1.00350428 0.00096868
1492.57756864 1.00437701 0.00096861
1492.57895755 1.00395715 0.00096864
1492.58034645 1.00321686 0.00096813
1492.58173536 1.00278819 0.00096809
1492.58312426 1.00416362 0.00096875
1492.58590207 1.00307572 0.00096821
1492.58729098 1.00207758 0.00096804
1492.58867989 1.00421059 0.00096857
1492.59006879 1.00204086 0.00096777
1492.59145770 1.00461078 0.00096972
1492.59284660 1.00102150 0.00096736
1492.59423551 1.00342298 0.00096838
1492.59562441 1.00251544 0.00096811
1492.59701332 1.00229597 0.00096816
1492.59840222 1.00351810 0.00096826
1492.59979113 1.00317943 0.00096874
1492.60118004 1.00499785 0.00096904
1492.60256894 0.99955964 0.00096700
1492.60395785 1.00419712 0.00096906
1492.60534675 1.00166368 0.00096764
1492.60673566 1.00558591 0.00096923
1492.60812456 1.00195301 0.00096749
1492.60951347 0.99958187 0.00096714
1492.61090237 1.00176275 0.00096786
1492.61229128 1.00187278 0.00096793
1492.61368019 1.00165236 0.00096789
1492.61506909 1.00081575 0.00096752
1492.61645800 1.00394106 0.00096881
1492.61784690 1.00388253 0.00096843
1492.61923581 1.00162244 0.00096798
1492.62062471 1.00243151 0.00096807
1492.62201362 1.00338399 0.00096906
1492.62340253 1.00016737 0.00096689
1492.62479143 1.00217128 0.00096814
1492.62618034 1.00221038 0.00096768
1492.62756924 1.00162387 0.00096791
1492.62895815 1.00286710 0.00096887
1492.63034705 1.00253606 0.00096848
1492.63312486 1.00300682 0.00096895
1492.63451377 1.00275683 0.00096860
1492.63590267 1.00353527 0.00096876
1492.63729158 1.00300050 0.00096795
1492.63868049 1.00052798 0.00096714
1492.64006939 1.00055730 0.00096720
1492.64284720 1.00285530 0.00096803
1492.64423611 1.00322258 0.00096962
1492.64701392 1.00245214 0.00096784
1492.64840282 1.00011504 0.00096731
1492.64979173 1.00189388 0.00096796
1492.65118064 1.00083208 0.00096742
1492.65256954 1.00255907 0.00096808
1492.65395845 1.00171924 0.00096809
1492.65534735 0.99860746 0.00096656
1492.65673626 1.00237501 0.00096812
1492.65812516 1.00261879 0.00096794
1492.65951407 1.00296259 0.00096802
1492.66090297 1.00171733 0.00096808
